Fauna/Flora;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria de Ameaça;Sigla Categoria de Ameaça;Bioma;Principais Ameaças;Presença em Áreas Protegidas;Plano de Ação Nacional para Conservação (PAN);Ordenamento Pesqueiro ;Nível de Proteção na Estratégia Nacional;Espécie exclusiva do Brasil;Estados de Ocorrência
Fauna;Invertebrados Terrestres;Coenagrionidae;Leptagrion vriesianum;Libélula;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Sim;"RJ; SP"
Fauna;Aves;Furnariidae;Leptasthenura platensis;Rabudinho;Criticamente em Perigo (CR);CR;Pampa;"Agropecuária; Extracao Florestal; Queimadas";Sim;Sim;Não;3;Não;RS
Fauna;Aves;Accipitridae;Leptodon forbesi;Gavião-de-pescoço-branco;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Queimadas";Sim;Não;Não;3;Sim;"AL; CE; MA; PB; PE; PI; RN; SE"
Fauna;Invertebrados Terrestres;Eukoeneniidae;Leptokoenenia pelada;Palpígrado;Criticamente em Perigo (CR);CR;Amazônia;Mineracao;Não;Não;Não;0;Sim;PA
Fauna;Invertebrados Terrestres;Eukoeneniidae;Leptokoenenia thalassophobica;Palpígrado;Em Perigo (EN);EN;Amazônia;Mineracao;Sim;Não;Não;1;Sim;PA
Fauna;Peixes Continentais;Rivulidae;Leptolebias citrinipinnis;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;RJ
Fauna;Peixes Continentais;Rivulidae;Leptolebias itanhaensis;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca";Não;Não;Não;1;Sim;SP
Fauna;Peixes Continentais;Rivulidae;Leptolebias leitaoi;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Sim;Não;1;Sim;BA
Fauna;Peixes Continentais;Rivulidae;Leptolebias marmoratus;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Não;2;Sim;RJ
Fauna;Peixes Continentais;Rivulidae;Leptolebias opalescens;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;RJ
Fauna;Peixes Continentais;Rivulidae;Leptolebias splendens;Peixe-anual;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;RJ
Fauna;Aves;Scolopacidae;Limnodromus griseus;Maçarico-de-costas-brancas;Criticamente em Perigo (CR);CR;Amazônia;"Agropecuária Aquacultura; Assentamento Humano:cidades; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Não;3;Não;"AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE"
Fauna;Invertebrados Aquáticos;Ophidiasteridae;Linckia guildingi;Estrela-do-mar;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Não;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; RJ; RN; SE; SP"
Fauna;Répteis;Liolaemidae;Liolaemus arambarensis;Lagartixa-das-dunas;Em Perigo (EN);EN;Pampa;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;RS
Fauna;Répteis;Liolaemidae;Liolaemus lutzae;"Lagartinho-branco-da-areia; Lagartinho-da-praia";Criticamente em Perigo (CR);CR;Mata Atlântica;"Assentamento Humano:cidades; Especies Exoticas; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;RJ
Fauna;Répteis;Liolaemidae;Liolaemus occipitalis;Lagartixa-da-praia;Vulnerável (VU);VU;"Mata Atlântica; Pampa";"Agropecuária; Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Não;Informação não disponível
Fauna;Peixes Continentais;Trichomycteridae;Listrura camposi;Cambeva-minhoca-do-ribeira ;Criticamente em Perigo (CR);CR;Mata Atlântica;"Outras Atividades Econômicas: Barrages Abastecimento/Drenagem; Outras Atividades Econômicas:Transporte; Poluição; Poluição Assoreamento";Sim;Sim;Não;2;Sim;SP
Fauna;Peixes Continentais;Trichomycteridae;Listrura costai;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária;Não;Sim;Não;1;Sim;RJ
Fauna;Peixes Continentais;Trichomycteridae;Listrura nematopteryx;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Não;2;Sim;RJ
Fauna;Peixes Continentais;Trichomycteridae;Listrura tetraradiata;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Não;Sim;Não;1;Sim;RJ
Fauna;Peixes Continentais;Loricariidae;Lithoxus lithoides;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Não;"AM; PA"
Fauna;Invertebrados Aquáticos;Strombidae;Lobatus costatus;Desconhecido;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Outras Atividades Econômicas:Transporte";Sim;Sim;Sim;3;Não;"AL; BA; CE; ES; MA; PB; PE; PI RJ; RN; SE; SP"
Fauna;Mamíferos;Phyllostomidae;Lonchophylla dekeyseri;Morceguinho-do-cerrado;Em Perigo (EN);EN;"Caatinga; Cerrado";"Agropecuária; Extracao Direta:Caça/Pesca; Mineracao";Sim;Sim;Não;3;Sim;"DF; GO; MG"
Fauna;Mamíferos;Phyllostomidae;Lonchorhina aurita;Morcego;Vulnerável (VU);VU;"Amazônia; Caatinga; Cerrado; Mata Atlântica";Mineracao;Sim;Não;Não;3;Não;"AC; AL; AM; AP; BA; CE; DF; ES; GO; MA; MG; MS; MT; PA; PB; PE; PI; PR; RJ; RN; RO; RR; SE; SP; TO"
Fauna;Peixes Continentais;Characidae;Lophiobrycon weitzmani;Lambari ;Em Perigo (EN);EN;Cerrado;Mineracao;Não;Sim;Não;1;Sim;MG
Fauna;Peixes Continentais;Pseudopimelodidae;Lophiosilurus alexandri;pacamã;Vulnerável (VU);VU;Cerrado;"Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Poluição";Sim;Sim;Sim;3;Sim;"AL; BA; GO; MG; PE; SE"
Fauna;Peixes Marinhos;Malacanthidae;Lopholatilus villarii;Peixe-batata;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Não;Sim;4;Não;"AL; BA; ES; PE; PB; PR; RJ; RS; SC; SE; SP"
Fauna;Aves;Trochilidae;Lophornis gouldii;Topetinho-do-brasil-central;Vulnerável (VU);VU;"Amazônia; Cerrado";"Agropecuária; Outras Atividades Econômicas:Energia";Sim;Sim;Não;5;Não;"GO; MA; MT; PA; TO"
Fauna;Peixes Continentais;Loricariidae;Loricaria coximensis;Desconhecido;Criticamente em Perigo (CR);CR;Cerrado;"Agropecuária; Outras Atividades Econômicas:Energia";Não;Sim;Não;1;Sim;MS
Fauna;Invertebrados Aquáticos;Luidiidae;Luidia senegalensis;Estrela-do-mar;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Poluição";Sim;Não;Não;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Peixes Marinhos;Lutjanidae;Lutjanus cyanopterus;Caranha;Vulnerável (VU);VU;Marinho;"Agropecuária Aquacultura; Extracao Direta:Caça/Pesca; Mineracao; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;3;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; SC; SE; SP"
Fauna;Peixes Marinhos;Lutjanidae;Lutjanus purpureus;Pargo;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"AP; CE; MA; PA; PI; RN"
Fauna;Mamíferos;Canidae;Lycalopex vetulus;Raposa-do-campo;Vulnerável (VU);VU;Cerrado;"Agropecuária; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;2;Sim;"BA; DF; GO; MA; MG; MS; MT; PI; RO; SP; TO"
Fauna;Invertebrados Terrestres;Lycidae;Lycomorphon brasiliense;Besouro;Criticamente em Perigo (CR);CR;Mata Atlântica;"Assentamento Humano:cidades; Queimadas";Sim;Não;Não;3;Sim;SP
Fauna;Invertebrados Terrestres;Prodidomidae;Lygromma ybyguara;Desconhecido;Criticamente em Perigo (CR);CR;Cerrado;Outras Atividades Econômicas:Turismo;Sim;Não;Não;2;Sim;MG
Fauna;Invertebrados Aquáticos;Lymnaeidae;Lymnaea rupestris;Caramujo-de-água-doce;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;1;Sim;SC
Fauna;Invertebrados Aquáticos;Toxopneustidae;Lytechinus variegatus;Ouriço-lilás;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas";Sim;Sim;Não;2;Não;"AL; BA; CE; ES; PB; PE; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Invertebrados Terrestres;Odontostomidae;Macrodontes dautzenbergianus;Desconhecido;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Especies Exoticas";Sim;Não;Não;2;Sim;"PR; SP"
Fauna;Invertebrados Terrestres;Libellulidae;Macrothemis tessellata;Libélula;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";Assentamento Humano:cidades;Sim;Não;Não;2;Não;"RJ; SP"
Fauna;Invertebrados Terrestres;Lycaenidae;Magnastigma julia;Borboleta;Em Perigo (EN);EN;Cerrado;"Agropecuária; Assentamento Humano:cidades; Poluição; Queimadas";Sim;Sim;Não;3;Sim;"DF; GO; MG"
Fauna;Peixes Marinhos;Istiophoridae;Makaira nigricans;Marlin-azul;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Não;Sim;3;Não;"AP; AL; BA;  CE; ES; MA; PA; PB; PE; PI; PR; RN; RJ; RS; SE; SC; SP"
Fauna;Peixes Marinhos;Labrisomidae;Malacoctenus brunoi;Desconhecido;Vulnerável (VU);VU;Marinho;"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Econômicas:Transporte; Poluição";Sim;Sim;Sim;3;Sim;ES
Fauna;Peixes Marinhos;Mobulidae;Manta birostris;Raia-manta;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;4;Não;"BA; ES; PE; RS; SC"
Fauna;Peixes Continentais;Rivulidae;Maratecoara formosa;Peixe-da-chuva;Vulnerável (VU);VU;Cerrado;"Agropecuária; Outras Atividades Econômicas:Energia";Não;Sim;Não;1;Sim;TO
Fauna;Peixes Continentais;Rivulidae;Maratecoara splendida;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;TO
Fauna;Mamíferos;Didelphidae;Marmosops paulensis;Cuíca;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Sim;"ES; MG; PR; RJ; SP"
Fauna;Invertebrados Terrestres;Salticidae;Matagaia chromatopus;Aranha-papa-mosca;Vulnerável (VU);VU;Ilha oceânica;"Especies Exoticas; Outras Atividades Econômicas:Turismo";Não;Não;Não;0;Sim;PE
Fauna;Invertebrados Terrestres;Chernetidae;Maxchernes iporangae;Pseudoescorpião;Criticamente em Perigo (CR);CR;Mata Atlântica;Outras Atividades Econômicas:Turismo;Sim;Não;Não;2;Sim;SP
Fauna;Mamíferos;Cervidae;Mazama bororo;Veado-bororó-de-são-paulo;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Extracao Direta:Caça/Pesca";Sim;Sim;Não;3;Sim;"PR; SP"
Fauna;Mamíferos;Cervidae;Mazama nana;Veado-bororó-do-sul;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas";Sim;Sim;Não;2;Não;"MS; PR; RS; SC; SP"
Fauna;Invertebrados Terrestres;Nymphalidae;Mcclungia cymo fallens;Asa-de-vidro;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;MG
Fauna;Invertebrados Terrestres;Coenagrionidae;Mecistogaster pronoti;Libélula;Criticamente em Perigo (CR)/Possivelmente Extinto (PEX);CR/PEX;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";#N/D;Não;Não;0;Sim;ES
Fauna;Peixes Continentais;Apteronotidae;Megadontognathus kaitukaensis;Desconhecido;Vulnerável (VU);VU;Amazônia;Outras Atividades Econômicas:Energia;Não;Sim;Não;1;Sim;PA
Fauna;Invertebrados Terrestres;Megalobulimidae;Megalobulimus cardosoi;Aruá-do-mato;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Poluição; Queimadas";Não;Não;Não;0;Sim;"AL; PE"
Fauna;Peixes Marinhos;Megalopidae;Megalops atlanticus;Amaripim;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Não;Sim;3;Não;"AL; AP; BA; CE; MA; PA; PB; PE; PI; RN; SE"
Fauna;Peixes Continentais;Crenuchidae;Melanocharacidium nigrum;Piaba;Em Perigo (EN);EN;Amazônia;Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;"AM; RR"
Fauna;Anfíbios;Bufonidae;Melanophryniscus admirabilis;Desconhecido;Criticamente em Perigo (CR);CR;Mata Atlântica;"Outras Atividades Econômicas:Energia; Poluição";Não;Sim;Não;1;Sim;RS
Fauna;Anfíbios;Bufonidae;Melanophryniscus cambaraensis;Sapinho-verde-de-barriga-vermelha;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Sim;Sim;Não;2;Sim;RS
Fauna;Anfíbios;Bufonidae;Melanophryniscus dorsalis;Flamenguinho, Sapinho-da-barriga-vermelha ;Vulnerável (VU);VU;"Mata Atlântica; Pampa";"Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;"RS; SC"
Fauna;Anfíbios;Bufonidae;Melanophryniscus macrogranulosus;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;"Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo";Não;Sim;Não;1;Sim;RS
Fauna;Anfíbios;Bufonidae;Melanophryniscus setiba;Sapinho-da-restinga ;Criticamente em Perigo (CR);CR;Mata Atlântica;Assentamento Humano:cidades;Sim;Sim;Não;2;Sim;ES
Fauna;Peixes Continentais;Rivulidae;Melanorivulus crixas;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus illuminatus;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus karaja;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;TO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus kayapo;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus kunzei;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus litteratus;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MT
Fauna;Peixes Continentais;Rivulidae;Melanorivulus pindorama;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;TO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus pinima;Peixe-anual;Em Perigo (EN);EN;Cerrado;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus planaltinus;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;"GO; TO"
Fauna;Peixes Continentais;Rivulidae;Melanorivulus rubromarginatus;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus rutilicaudus;Peixe-anual;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus salmonicaudus;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus scalaris;Peixe-anual;Em Perigo (EN);EN;Cerrado;Agropecuária;Não;Não;Não;1;Sim;MS
Fauna;Peixes Continentais;Rivulidae;Melanorivulus ubirajarai;Desconhecido;Vulnerável (VU);VU;Cerrado;Agropecuária;Não;Não;Não;1;Sim;GO
Fauna;Peixes Continentais;Rivulidae;Melanorivulus vittatus;Peixe-anual;Em Perigo (EN);EN;"Cerrado; Mata Atlântica";"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;1;Sim;GO
Fauna;Invertebrados Terrestres;Nymphalidae;Melinaea mnasias thera;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;Agropecuária;Não;Não;Não;0;Sim;BA
Fauna;Invertebrados Terrestres;Apidae;Melipona (Michmelia) capixaba;Uruçu-preto, uruçu-negra;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Especies Exoticas; Extracao Direta:Caça/Pesca";Não;Não;Não;0;Sim;ES
Fauna;Invertebrados Terrestres;Apidae;Melipona (Michmelia) rufiventris;Tujuba, tujuva, tuiuva;Em Perigo (EN);EN;Cerrado;"Agropecuária; Extracao Direta:Caça/Pesca";Não;Não;Não;0;Sim;"GO; MG; SP"
Fauna;Invertebrados Terrestres;Apidae;Melipona (Michmelia) scutellaris;Uruçu;Em Perigo (EN);EN;"Caatinga; Mata Atlântica";Agropecuária;Sim;Não;Não;2;Sim;"AL; BA; PB; PE; SE"
Fauna;Aves;Anatidae;Mergus octosetaceus;Pato-mergulhão;Criticamente em Perigo (CR);CR;"Cerrado; Mata Atlântica";"Agropecuária; Extracao Direta:Caça/Pesca; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Turismo; Poluição";Sim;Sim;Não;3;Não;"BA; GO; MG; MS; PR; SC; SP; TO"
Fauna;Aves;Rhinocryptidae;Merulaxis stresemanni;Entufado-baiano;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Mudanca Na Dinamica Das Especies Nativas";Sim;Sim;Não;2;Sim;"BA; MG"
Fauna;Répteis;Chelidae;Mesoclemmys hogei;Cágado-de-hogei;Criticamente em Perigo (CR);CR;Mata Atlântica;"Assentamento Humano:cidades; Outras Atividades Econômicas:Energia";Sim;Sim;Não;2;Sim;"ES; MG; RJ; SP"
Fauna;Invertebrados Terrestres;Pholcidae;Metagonia diamantina;Aranha-de-pernas-longas;Criticamente em Perigo (CR);CR;"Caatinga; Cerrado";"Agropecuária; Assentamento Humano:rurais; Outras Atividades Econômicas:Turismo; Poluição Assoreamento";Não;Não;Não;1;Sim;BA
Fauna;Invertebrados Terrestres;Pholcidae;Metagonia potiguar;Aranha-de-pernas-longas;Criticamente em Perigo (CR);CR;"Cerrado; Mata Atlântica";"Mineracao; Outras Atividades Econômicas:Energia";Não;Não;Não;0;Sim;RN
Fauna;Mamíferos;Callitrichidae;Mico rondoni;Mico-de-rondônia;Vulnerável (VU);VU;Amazônia;"Agropecuária; Assentamento Humano:cidades; Assentamento Humano:rurais; Outras Atividades Econômicas:Energia; Outras Atividades Econômicas:Transporte";Sim;Sim;Não;3;Sim;RO
Fauna;Invertebrados Terrestres;Libellulidae;Micrathyria borgmeieri;Libélula;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;0;Sim;"ES; SP"
Fauna;Invertebrados Terrestres;Libellulidae;Micrathyria divergens;Libélula;Vulnerável (VU);VU;"Cerrado; Mata Atlântica";Agropecuária;Sim;Não;Não;1;Sim;BA
Fauna;Mamíferos;Cricetidae;Microakodontomys transitorius;Rato-do-mato;Em Perigo (EN);EN;Cerrado;"Assentamento Humano:cidades; Especies Exoticas";Sim;Não;Não;2;Sim;DF
Fauna;Peixes Continentais;Trichomycteridae;Microcambeva draco;Desconhecido;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Poluição Assoreamento";Não;Sim;Não;1;Sim;BA
Fauna;Peixes Continentais;Pseudopimelodidae;Microglanis robustus;Desconhecido;Criticamente em Perigo (CR);CR;"Amazônia; Cerrado";Outras Atividades Econômicas:Energia;Sim;Sim;Não;2;Sim;PA
Fauna;Peixes Marinhos;Syngnathidae;Micrognathus erugatus;Desconhecido;Criticamente em Perigo (CR);CR;Marinho;"Assentamento Humano:cidades; Outras Atividades Econômicas:Turismo; Poluição";Não;Sim;Sim;2;Sim;BA
Fauna;Peixes Continentais;Loricariidae;Microlepidogaster perforatus;Cascudinho;Criticamente em Perigo (CR);CR;"Cerrado; Mata Atlântica";"Assentamento Humano:cidades; Poluição";Não;Sim;Não;1;Sim; MG
Fauna;Peixes Marinhos;Pomacentridae;Microspathodon chrysurus;Donzela-azul ;Vulnerável (VU);VU;Marinho;"Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais";Sim;Sim;Sim;2;Não;"AL; BA; CE; ES; MA; PE; PI; RN; SE"
Fauna;Invertebrados Aquáticos;Milleporidae;Millepora laboreli;Desconhecido;Vulnerável (VU);VU;Marinho;"Poluição; Poluição Assoreamento";Sim;Sim;Não;2;Sim;MA
Fauna;Peixes Continentais;Characidae;Mimagoniates lateralis;Lambari-azul-listrado;Vulnerável (VU);VU;Mata Atlântica;"Assentamento Humano:cidades; Extracao Direta:Caça/Pesca; Poluição";Sim;Sim;Sim;3;Sim;"PR; SC; SP"
Fauna;Peixes Continentais;Characidae;Mimagoniates sylvicola;Piaba;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Sim;2;Sim;"BA; ES"
Fauna;Invertebrados Terrestres;Papilionidae;Mimoides lysithous harrisianus;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;2;Sim;RJ
Fauna;Invertebrados Terrestres;Papilionidae;Mimoides lysithous sebastianus;Borboleta;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;0;Sim;"BA; ES; MG; RJ"
Fauna;Peixes Marinhos;Mobulidae;Mobula hypostoma;Raia-manta;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;2;Não;"AL; AP; BA; CE; ES; MA; PA; PB; PE; PI; PR; RJ; RN; RS; SC; SE; SP"
Fauna;Peixes Marinhos;Mobulidae;Mobula japanica;Raia-manta;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"AL; BA; CE; ES; PB; PE; RJ; RN; SE; SP"
Fauna;Peixes Marinhos;Mobulidae;Mobula rochebrunei;Raia-manta;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Não;Sim;Sim;2;Não;"PR; SP"
Fauna;Peixes Marinhos;Mobulidae;Mobula tarapacana;Raia-manta;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"BA; PE; SP"
Fauna;Peixes Marinhos;Mobulidae;Mobula thurstoni;Raia-manta;Vulnerável (VU);VU;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Sim;3;Não;"CE; SP"
Fauna;Peixes Continentais;Rivulidae;Moema piriana;Desconhecido;Criticamente em Perigo (CR);CR;Amazônia;Agropecuária;Não;Não;Não;1;Sim;PA
Fauna;Aves;Momotidae;Momotus momota marcgraviana;Udu-de-coroa-azul-do-nordeste;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Não;Não;2;Sim;"PB; PE; RN"
Fauna;Aves;Bucconidae;Monasa morphoeus morphoeus;Chora-chuva-de-cara-branca;Em Perigo (EN);EN;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Sim;Sim;Não;3;Sim;"BA; ES; MG; RJ"
Fauna;Invertebrados Terrestres;Formicidae;Monomorium delabiei;Formiga;Vulnerável (VU);VU;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades";Não;Não;Não;0;Sim;BA
Fauna;Aves;Accipitridae;Morphnus guianensis;uiraçu-falso;Vulnerável (VU);VU;"Amazônia; Cerrado; Mata Atlântica";"Agropecuária; Extracao Direta:Caça/Pesca; Extracao Florestal; Mineracao; Outras Atividades Econômicas:Energia";Sim;Não;Não;4;Não;"AC; AL; AM; AP; BA; CE; DF; ES; GO; MA; MG; MS; MT; PA; PB; PE; PI; PR; RJ; RO; RR; RS; SC; SP; TO"
Fauna;Invertebrados Terrestres;Nymphalidae;Morpho epistrophus nikolajewna;Borboleta;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;PB
Fauna;Invertebrados Terrestres;Nymphalidae;Morpho menelaus eberti;Azul-seda;Criticamente em Perigo (CR);CR;Mata Atlântica;"Agropecuária; Assentamento Humano:cidades; Poluição";Sim;Sim;Não;2;Sim;"AL; BA; PB; PE; SE"
Fauna;Invertebrados Terrestres;Pieridae;Moschoneura pinthous methymna;Borboleta;Vulnerável (VU);VU;Mata Atlântica;Agropecuária;Sim;Sim;Não;3;Sim;"ES; MG; RJ"
Fauna;Invertebrados Aquáticos;Mussidae;Mussismilia braziliensis;Coral-cérebro-da-bahia;Vulnerável (VU);VU;Marinho;"Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento";Sim;Sim;Não;2;Sim;"BA; ES"
Fauna;Invertebrados Aquáticos;Mussidae;Mussismilia harttii;Coral-vela;Em Perigo (EN);EN;Marinho;"Especies Exoticas; Extracao Direta:Caça/Pesca; Extracao Direta:Remocao De Corais; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Mudanca Na Dinamica Das Especies Nativas: Patogenias/Parasitas; Outras Atividades Econômicas:Transporte; Outras Atividades Econômicas:Turismo; Poluição; Poluição Assoreamento";Sim;Sim;Não;2;Sim;"AL; BA; CE; ES; PB; PE; PI; RN"
Fauna;Peixes Marinhos;Triakidae;Mustelus canis;Boca-de-velha;Em Perigo (EN);EN;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Não;3;Não;"CE; MA; PE; RJ; RN; RS; SC; SE; SP"
Fauna;Peixes Marinhos;Triakidae;Mustelus fasciatus;Cação-listrado;Criticamente em Perigo (CR);CR;Marinho;Extracao Direta:Caça/Pesca;Sim;Sim;Não;2;Não;RS
